id,nombre,usuario,descripcion,cantidad_seguidores,cantidad_sigue,fecha_creacion,conteo,grupo
52309375,Santiago Torrado,sergio_fajardo,Corresponsal de @El_Pais • @ElPais_America en 🇨🇴 | Balboa/Iberis,4072,3695,Tue Jun 30 05:00:52 +0000 2009,1,
908100828,Alvaro Miguel Mina,sergio_fajardo,"Esto nunca ha sido facil,soy fanatico y agradecido de la amistad.
El padre celestial,mi familia,mi oficio y amigos el gran capital que me permite sonreir.",8548,1288,Sat Oct 27 13:21:16 +0000 2012,1,
968577490317926401,Rubén Darío Gálvez J.,sergio_fajardo,Director Noticias RCN Radio Cali - 980 AM,195,306,Tue Feb 27 20:04:03 +0000 2018,1,
231803432,RCN Radio Cali,sergio_fajardo,"📡 Las principales noticias de Cali y el Valle del Cauca, las encuentras aquí. Escúchanos en vivo o sintoniza el 980 AM.
Dirige: Rubén Darío Gálvez",44171,254,Wed Dec 29 14:25:17 +0000 2010,1,
1447851349702586368,Ingrid Betancourt,sergio_fajardo,"Mamá y Abuela, Colombiana y Libre, en misión para que los colombianos se liberen de la corrupción que nos tiene a todos secuestrados.",24605,57,Tue Oct 12 09:08:15 +0000 2021,2,
362129547,Ecos del Combeima,sergio_fajardo,Patrimonio radial del Tolima.,30306,427,Thu Aug 25 22:14:45 +0000 2011,1,
153129999,Ernesto Cortés,sergio_fajardo,Editor General de EL TIEMPO,31290,710,Mon Jun 07 19:23:20 +0000 2010,2,otros
57456463,Jimmy Montes,sergio_fajardo,"Estratega | Consultor | Magíster #ComunicaciónPolítica | Especialista #OpiniónPública y #MarketingPolítico | Periodista EX -- EL TIEMPO, EFE, SEMANA, RCN TV",3792,2992,Thu Jul 16 21:46:00 +0000 2009,1,
61018481,EL HERALDO,sergio_fajardo,"87 años líder en la Costa. 📰
📲 Noticias de Barranquilla, Colombia, el mundo y mucho más.",1190594,4111,Tue Jul 28 21:04:02 +0000 2009,4,Mediocomunicacion
40135016,Amalia Londoño Duque,sergio_fajardo,,113089,2905,Fri May 15 00:53:38 +0000 2009,1,
27570569,Luis Carlos Vélez 🌎,sergio_fajardo,Periodista | MPA Maestría Administración Pública @Harvard @Kennedy_School | Economista @Uniandes | Director Noticias @lafm | Columnista @RevistaSemana,710992,790,Mon Mar 30 03:01:34 +0000 2009,3,Periodista
50504109,Hernando Paniagua,sergio_fajardo,Periodista. #GurúDeLaAlimentación,17568,1162,Thu Jun 25 01:08:42 +0000 2009,1,
328522217,Cristy Amortegui Oliver,sergio_fajardo,"Periodista de Última Hora Col | Feminista, activista DDHH, comunicadora y estratega digital | Mi columna de opinión y mi podcast⬇️",15550,2546,Sun Jul 03 14:52:26 +0000 2011,1,
225067451,Jorge Esteban,sergio_fajardo,Verás.,661,1814,Fri Dec 10 16:00:12 +0000 2010,1,
215412304,Juan Diego Alvira,sergio_fajardo,Periodista y presentador del Canal Caracol.,155318,148,Sat Nov 13 21:33:18 +0000 2010,1,
178563034,Rebeca González,sergio_fajardo,Caribe soy | .·. | OPINIONES PERSONALES | Art.20 de la Constitución: libertad de expresión y pensamiento.,21608,904,Sun Aug 15 03:04:56 +0000 2010,1,otros
161106995,Natalia Galvis Arias,sergio_fajardo,,7853,1335,Wed Jun 30 00:45:14 +0000 2010,2,otros
217138312,Jorge Melguizo,sergio_fajardo,"Ciudadano de Medellín. Disponible para consultorías y conferencias, a eso me dedico. 59 años. Casado con una ceramista. Un hijo artista visual y cineasta.",12595,2368,Thu Nov 18 17:54:37 +0000 2010,1,
1330245077755695104,Mireya Ramírez Pulido,sergio_fajardo,"Abogada litigante y constitucionalista, gestora de desarrollo local. Madre, esposa, hija, amiga, ciudadana. Gestora Red AMA y Directora CDGL",89,303,Sat Nov 21 20:22:15 +0000 2020,1,
24376343,La Silla Vacía,sergio_fajardo,¡La Silla Vacía también está en campaña! Queremos que en estas elecciones usted vote por el mejor candidato: nuestro periodismo de calidad #ÚnaseALosSuperAmigos,1318145,3332,Sat Mar 14 14:41:06 +0000 2009,3,otros
143285665,Hora 20,sergio_fajardo,"Dirige @DianaCalderonF, de lunes a viernes de 7:00 p.m. a 9:00 p.m. La primera media hora resumen de noticias, luego, tema del día con los panelistas invitados.",370634,190,Thu May 13 02:27:22 +0000 2010,3,Mediocomunicacion
97100000,EL NUEVO SIGLO,sergio_fajardo,Cuenta oficial de El Nuevo Siglo. Diario especializado en análisis político y económico.  Facebook: https://t.co/yKqPLEIXNQ  Instagram: https://t.co/laUChRoEGV,138717,1464,Wed Dec 16 00:51:49 +0000 2009,2,otros
28574644,Yéner Bedoya,sergio_fajardo,Periodista/Músico #redmasnoticias #corporacioncarmiñagallo #clasicasdelamor #lahoradelaverdadoficial #javeriana919fm / Ex #noticiasrcn #canalcapital,7683,1311,Fri Apr 03 14:36:07 +0000 2009,1,
281136836,Giovanni Celis Sarmiento,sergio_fajardo,Director @RedMasNoticias. Premio de Periodismo Simón Bolívar 2016. Magister en Relaciones Internacionales. Ironman 140.6 (x2) y 70.3 (x2),4243,525,Tue Apr 12 18:20:09 +0000 2011,1,
1601822730,red+ noticias,sergio_fajardo,"Emisiones de lunes a viernes 6:00 a.m., 12:30 m y 7:00 p.m. Fines de semana 7:00 p.m. Dirige: @GiovanniCelisS.

Canales 107 y 1007 de Claro.",219198,569,Wed Jul 17 21:13:08 +0000 2013,2,Mediocomunicacion
38227815,Revista Dinero,sergio_fajardo,"La mejor revista de economía y negocios. Encuentre las noticias de mañana, hoy.",889402,661,Wed May 06 17:21:17 +0000 2009,3,Mediocomunicacion
1733793840,Pulzo,sergio_fajardo,📲Buscamos y curamos información relevante de Colombia 🇨🇴 y el mundo,143662,7990,Fri Sep 06 03:08:07 +0000 2013,1,
52819651,Portafolio,sergio_fajardo,https://t.co/c3gW4UFEWu es el portal de información económica y de negocios líder de Colombia. Noticias y análisis especializados.,1393845,2482,Wed Jul 01 19:13:52 +0000 2009,4,Mediocomunicacion
40533752,RCN Radio,sergio_fajardo,Las noticias de Colombia y el mundo están en https://t.co/Ck8Br2LOUT,3193690,565,Sat May 16 20:16:58 +0000 2009,3,Mediocomunicacion
622082899,BluRadio Colombia,sergio_fajardo,"FM Bogotá 89.9, Barranquilla 100.1, Medellín 97.9, Cali 91.5, Villavicencio 96.3, Neiva 103.1, Eje Cafetero 89.2, Boyacá 103.1, Cartagena 93.5 Bucaramanga 960AM",3016729,2132,Fri Jun 29 17:20:34 +0000 2012,4,Mediocomunicacion
141826813,Última Hora Col,sergio_fajardo,Noticias rápidas y relevantes de Colombia y el mundo⏰ En Instagram somos: ultimahoracol | Contacto: comercial@ultimahoracol.com,69419,296,Sun May 09 04:37:02 +0000 2010,2,Mediocomunicacion
1042146993521471491,EstáPasandoCol,sergio_fajardo,"📲 Medio informativo independiente
🇨🇴 Noticias de Colombia y el mundo 🌍
🎥 IGLive semanal ¿Qué está pasando con...?
💬 Leemos tus opiniones",441,112,Tue Sep 18 20:23:00 +0000 2018,1,
409654033,Los Informantes,sergio_fajardo,#LosInformantes le hará abrir bien los ojos y ver más allá de la noticia. Domingos 8:30 p.m. por @CaracolTV,93134,613,Fri Nov 11 01:42:29 +0000 2011,1,
71959945,marcela mar,sergio_fajardo,,484652,1124,Sun Sep 06 03:50:35 +0000 2009,1,
1250037794807955458,Andrés Ibarra,sergio_fajardo,Conservador,340,346,Tue Apr 14 12:26:59 +0000 2020,1,
161438178,Marbello-Santrich E,sergio_fajardo,"Leo, estudio Física y juego Voleibol.",90,505,Wed Jun 30 21:24:41 +0000 2010,1,
183338213,Gabriel Santos G.,sergio_fajardo,Representante a la Cámara 🇨🇴 Miembro de la Comisión Primera 🏛 ➡️ Instagram: @gabrielsantosg ➡️ Facebook: @gabrielsantosCD,31992,1493,Thu Aug 26 19:20:18 +0000 2010,1,
158496479,Federico Gómez Lara,sergio_fajardo,Director de CAMBIO,10567,2655,Tue Jun 22 21:33:10 +0000 2010,1,
815818105,Rafael Manzano,sergio_fajardo,,38750,419,Mon Sep 10 18:52:25 +0000 2012,1,
1088232617877610496,Jaime Sanín,sergio_fajardo,compongo tuits,37097,726,Thu Jan 24 00:30:49 +0000 2019,1,
935368565980622848,Compromiso Ciudadano Ocaña,sergio_fajardo,"Sabemos que #SePuede gobernar de una manera diferente, donde la transparencia y la educación sean las protagonistas. con @fajardo #SePuede",103,49,Tue Nov 28 04:43:39 +0000 2017,1,
1426551332568190986,Viviana Barberena,sergio_fajardo,,441,187,Sat Aug 14 14:29:07 +0000 2021,1,
150118422,Santiago Rivas,sergio_fajardo,Hago El Lunes y dirijo podcasts para @CanalCapital. Parte de @PresuntoPodcast y @LaRecontra. Autor de “Acaba Colombia”. Selector musical. Hacedor de collage.,165465,10286,Mon May 31 03:55:32 +0000 2010,1,
280799144,360 Radio,sergio_fajardo,"Medio de comunicación especializado en economía, gobierno, política y opinión. Radio / Internet / Impresos. #VamosMásAllá",47087,6699,Tue Apr 12 01:45:29 +0000 2011,1,
1065583893871583232,el bembe,sergio_fajardo,"Social Demócrata, anti caudillos, anti mesías y anti dogmáticos 🤓🎸🎶",138,1140,Thu Nov 22 12:32:52 +0000 2018,1,
2382309146,Yolanda Perea,sergio_fajardo,"Líder Defensora de DDHH e integrante de la  Mesa Nacional Efectiva de Víctimas.

Soñadora, Tejedora y Entretejedora de #REJUNTANCIA!",6132,739,Mon Mar 10 15:34:00 +0000 2014,1,
62528273,Antonio Sanguino Senador,sergio_fajardo,Senador y Ejecutivo Nacional del @PartidoVerdeCol. Miembro de la Comisión II y Co-presidente de la @ComisionDePaz.  ¡#Cambiemos por Colombia!,76819,7145,Mon Aug 03 14:36:14 +0000 2009,2,Politico
2554776608,Pedro Viveros,sergio_fajardo,libido sciendi / Panelista @VozPopuli y @BluRadioCo Columnista @elespectador @elheraldoco,4541,568,Sun Jun 08 14:02:22 +0000 2014,1,
271952647,Juan Baena,sergio_fajardo,Concejal de Bogotá. #NuevoLiberalismo. Bogotano-Quindiano Abogado Soñador • https://t.co/qnPLvx6Mdc • https://t.co/3BAzaAm6Hj,5849,2944,Fri Mar 25 14:22:56 +0000 2011,1,otros
179650597,Jorge Eduardo Londoño Ulloa Senador,sergio_fajardo,"Senador de la República con el Partido Alianza Verde 🌻 Académico, ambientalista y promotor de la #Paz. Eterno enamorado de mi #BoyacáDelAlma. #PrimeroElCampo ✊",13075,1505,Tue Aug 17 20:22:57 +0000 2010,1,Politico
1044973942732193792,Daniel Argüello Villabona,sergio_fajardo,"Estudiante de Derecho Grancolombiano UGC, y candidato al CLJ 💚🌻🖐 en Ciudad Bolivar.",396,395,Wed Sep 26 15:36:17 +0000 2018,1,
146948653,Mateo Cardona H,sergio_fajardo,"🖐🏻🇨🇴 Javeriano. Medio tibio. Centroderecha. @procentrismo. Política, memes, economía, ⚽️ y 🎾",1978,2914,Sat May 22 19:47:31 +0000 2010,1,otros
499383320,V. Camilo Enriquez Zutta,sergio_fajardo,"De Pasto y del mundo - Ciudadano Global | @LSEsocialpolicy, becario @CheveningFCO, @URosario, @LideresxBogota 🖐🏼  | Mis opiniones",860,336,Wed Feb 22 02:21:53 +0000 2012,1,otros
175773097,Luis Miguel Moises Garcia-Peña,sergio_fajardo,"Vivir para saber, saber para vivir. Libertad, mi guía. Si,mi sueño es propender por una sociedad feliz. 
#MagdalenaEsConAcciones
#TrabajemosJuntosPorElMagdalena",751,726,Sat Aug 07 15:33:22 +0000 2010,1,otros
150353783,Miguel Samper Strouss,sergio_fajardo,Elegí el derecho como profesión y la economía por afición. Papá en formación. Exdirector de la Agencia Nacional de Tierras. Ex Vice de Justicia.,11634,805,Mon May 31 18:34:36 +0000 2010,1,otros
270163587,Esteban Úsuga M.,sergio_fajardo,"Ituanguino. 
Admin. de Empresas de @UdeMedellin_, especialista en Gestión Pública Municipal de @EAFIT y estudiante de @mgppeafit 
#ItuangoEnElCorazón",1417,1444,Tue Mar 22 03:19:04 +0000 2011,1,otros
117852718,Luis Miguel Olarte,sergio_fajardo,"Manizaleño, convencido de que la política distinta existe, y que la educación debe ser el motor para la transformación de nuestra sociedad.",762,824,Fri Feb 26 20:51:31 +0000 2010,1,otros
83877080,Cacica Stereo,sergio_fajardo,"HJK75 - 89 7 FM, #CacicaStereo.
#WhatsApp: 3004350624
#Estudios: 5805497.
#Móvil: 3205490100.
Inversiones Cerro Verde Limitada.",90996,548,Tue Oct 20 16:30:38 +0000 2009,1,otros
167535742,Radio Guatapurí,sergio_fajardo,"https://t.co/wxoF9jn8xl - Estación H.J.N.S. fue fundada en Valledupar - Cesar - Colombia - Suramérica, el 30 de agosto de 1.963.",85155,446,Fri Jul 16 21:03:22 +0000 2010,1,otros
984926088789938177,EmiAtlantico,sergio_fajardo,"La Emisora número UNO de Barranquilla, Colombia. Estamos en 1.070 AM y 98.6 FM. Síguenos en https://t.co/hTCQFJs2m7
Somos Organización Radial Olímpica.",74088,2457,Fri Apr 13 22:47:33 +0000 2018,1,
175866341,Paola Arenas,sergio_fajardo,-Mamá de #ElGranSamuel. Diputada del Valle del Cauca. #SomosLaVozDelTurismo. #LaCurulDeLaNiñez,1988,1055,Sat Aug 07 21:21:12 +0000 2010,1,otros
42890967,Rosario Gómez,sergio_fajardo,"Periodista, presentadora locutora Voz comercial Radio /TV Conductora de W Fin de Semana en W Radio Instagram: https://t.co/aea1vy11nJ",57771,3149,Wed May 27 14:18:56 +0000 2009,1,Periodista
62328908,Yesid Lancheros,sergio_fajardo,Subdirector de información @RevistaSemana,42360,3955,Sun Aug 02 19:20:51 +0000 2009,2,otros
521611526,Santiago Ángel,sergio_fajardo,Todo a Dios. Periodista en la mesa de @lafm. Columnista en #OpiniónRCN. Blog en @eltiempo. La libertad siempre. Youtube : https://t.co/kAXvxTqYHt 🇨🇴,23243,5356,Sun Mar 11 19:45:39 +0000 2012,1,Periodista
2253843594,Julián Rodríguez Sastoque,sergio_fajardo,"Concejal de Bogotá 2020-2023 @PartidoVerdeCOL🌻| Presidente #ComisiónDeGobierno |Economista @UNColombia | Juventud, Ambiente, Paz,Educación | Prensa: 3134552573",57911,3972,Thu Dec 19 17:42:37 +0000 2013,1,otros
411464353,Yann Basset,sergio_fajardo,Colombien certifié. Professeur de science politique de l'université du Rosario. No busquen más que opiniones de ciudadano por aquí.,9858,1181,Sun Nov 13 13:06:13 +0000 2011,1,otros
195395453,Jorge Cura Amar,sergio_fajardo,"🎙 Periodista · Director de @AtlanticoEmi, @zonacero y Sucesos.
📰 Barranquilla, Colombia y el mundo.

Jorge Cura Noticias 📌",287031,340,Sun Sep 26 16:03:50 +0000 2010,1,Periodista
289619579,David Aragón,sergio_fajardo,"Bogotá Colombia, Ingeniero de Sistemas, Ex-representante de la carrera ingeniera de sistemas 2018-2020. @Utadeo_edu_co",294,1036,Thu Apr 28 23:30:12 +0000 2011,1,otros
72692579,Natalia GómezMontoya,sergio_fajardo,"Politóloga Especialista Gestión Ambiental🌱 Apasionada por la Sostenibilidad♻️, turismo⛰ recorrer regiones, dialogar con personas y construir sociedad🌎",177,420,Tue Sep 08 22:47:14 +0000 2009,1,otros
193698971,Elizabeth Cardona,sergio_fajardo,"Colombiana al 1000% Enamorada de la vida, de mi hija, mi familia, mi perra 🐺, el gato 🐈, la gatita 🐈‍⬛ y mi país! De esta salimos juntos!",683,4124,Wed Sep 22 13:45:07 +0000 2010,1,otros
995436077103099904,Alexandra Gómez Valek,sergio_fajardo,"Santandereana que cree en el poder de la #Educación#Decencia#Coherencia
#LiderazgoFemenino",174,219,Sat May 12 22:50:29 +0000 2018,1,
109937703,Edwin Mora Gómez,sergio_fajardo,"Pastuso, abogado de la @Udenar comprometido con la defensa de los DDHH y el fortalecimiento del talento humano. Seguidor de Jesús. Opiniones personales.",2263,4123,Sat Jan 30 19:36:43 +0000 2010,1,otros
304723849,Diego Saavedra,sergio_fajardo,"Reboleroooooo y un convencido que la Educación y la Cultura Ciudadana deben ser el punto de partida.
El CENTRO si existe.🐋🐳🐋",1644,3417,Wed May 25 00:44:42 +0000 2011,1,otros
2765714674,AnaM Diaz,sergio_fajardo,"Analista política, consultora en diseño e implem de pol públicas Dir Ejec del Think Tank Administración para el Desarrollo de Colombia
B.A Econ MPP, PhDPol Sci",701,2051,Tue Sep 09 17:20:05 +0000 2014,1,otros
1259659456817872899,Maria Camila Sandoval,sergio_fajardo,Ciudadana | Pereirana pero también Bogotana | Arquitecta | Compromisaria,256,182,Mon May 11 01:40:10 +0000 2020,1,
61028380,Paola Herrera,sergio_fajardo,"Periodista de economía en #SigueLaW #WRadioColombia. Mis opiniones son solo mías, no comprometen a W Radio.",141990,828,Tue Jul 28 21:44:43 +0000 2009,2,Periodista
23773432,Edgar L. Medina,sergio_fajardo,"Periodismo y marketing digital. Antes en @workep, @eltiempo, @uexternado. #SEO #Inbound #Analytics y tecnología. Escribo un libro sobre esports para E.Planeta",3812,2132,Wed Mar 11 14:57:00 +0000 2009,1,Periodista
1047567355067416581,Comisión de la Verdad,sergio_fajardo,"Comisión para el Esclarecimiento de la Verdad, la Convivencia y la No Repetición.",96109,427,Wed Oct 03 19:21:35 +0000 2018,2,
992308328,Daniel Zarta,sergio_fajardo,Administrador Púbico Territorial @ESAPOficial . Miembro @compromisociu . Tutor @Fundación Innovarte. Columnista @elquindianoinfo y Ciclista.,371,723,Thu Dec 06 03:36:04 +0000 2012,1,Periodista
9633802,EL TIEMPO,sergio_fajardo,"Principales noticias de Colombia, el mundo, deportes, economía, política, tecnología, cultura, estilo de vida, tendencias y mucho más. El Tiempo Casa Editorial.",7601218,25291,Tue Oct 23 20:03:24 +0000 2007,4,Mediocomunicacion
14834302,elespectador,sergio_fajardo,"Noticias de Colombia y el mundo. El Espectador, el valor de la información. @deportesEE, @EEopinion, @EspectadorVideo, @EspectadorBlogs, @TecnoEspectador,",5866304,50096,Mon May 19 16:06:03 +0000 2008,3,Mediocomunicacion
89208583,Fenalco Nacional,sergio_fajardo,Federación Nacional de Comerciantes. ¡Somos la fuerza que une al comercio de Colombia!🇨🇴,39699,994,Wed Nov 11 15:28:11 +0000 2009,1,otros
30861738,Bruce Mac Master,sergio_fajardo,Desarrollo Social / @ANDI_Colombia / Empleo y Oportunidades/ la empresa como actor esencial del desarrollo/ en defensa del Diálogo,65234,11052,Mon Apr 13 13:13:26 +0000 2009,1,otros
266893089,ANDI,sergio_fajardo,Asociación Nacional de Empresarios de Colombia. Desde 1944 trabajando por el desarrollo empresarial y del país 🇨🇴#UnidosSomosMásPaís,114100,1482,Wed Mar 16 00:30:20 +0000 2011,3,Empresa
314560552,Álvaro Castro,sergio_fajardo,"Ing. Industrial, Esp. en Gestión y Planificación Territorial. Vallecaucano en Bogotá, enamorado de Antioquia y el Caribe",931,808,Fri Jun 10 13:12:53 +0000 2011,1,otros
840310658331734016,Esteban Jaramillo Ruiz,sergio_fajardo,"Aprendiz, lector, ciudadano. Abogado UdeM 🇨🇴 MPA @UniofNottingham 🇬🇧 #Cuidar el 🌎",2056,1271,Fri Mar 10 21:17:27 +0000 2017,1,
990247313389047811,Políticamente incorrecta ®️,sergio_fajardo,Por un mejor país hasta la muerte lucharé. #TeEspero,2098,798,Sat Apr 28 15:12:12 +0000 2018,1,
2420097935,Eduardo Piñeros,sergio_fajardo,Sueño en un mundo justo y de oportunidades | Abogado @Urosario | Esp. Gobierno y Asuntos Públicos @UExternado | Codiseñador Proyecto de Ley #EmpleoJuvenil,500,2689,Tue Mar 18 13:49:21 +0000 2014,1,otros
4745029035,Wilmar Perdomo,sergio_fajardo,Pianist & World Citizen,3369,873,Fri Jan 08 14:13:21 +0000 2016,1,otros
855009085,Kyle Johnson,sergio_fajardo,"Cofundador e investigador de la fundación Conflict Responses (Core). Official language: Spanglish. Creyente en “para conocer, hay que andar”.",3709,1408,Sun Sep 30 16:52:45 +0000 2012,2,otros
50079896,Santiago Villa,sergio_fajardo,"Columnista @EEOpinion Ex-corresponsal en China y Sudáfrica 
Periodista/Journalist  
Former @FundFIJ & @Journ_SA Taco Kuiper grantee
Opinión exclusivamente mía",5170,2961,Tue Jun 23 19:48:20 +0000 2009,1,Periodista
36087400,Daniel Pacheco,sergio_fajardo,Periodista. Editor general en @lasillavacia. Antes en @ZonaFranca. Filosofía @UNALOficial,52371,1944,Tue Apr 28 15:06:09 +0000 2009,2,Periodista
89492611,Juan Esteban Constaín,sergio_fajardo,"Escritor colombiano. 
Wyth clene cortays carp, closed fro fylþe...",20902,3206,Thu Nov 12 17:22:01 +0000 2009,1,otros
59705520,Juan Fernando Reyes Kuri,sergio_fajardo,Representante a la Cámara | Libertades individuales y Libertad de empresa #LibresDeVerdad | Autor Ley #HistoriaClínica Electrónica y Ley Antitrámites,26669,13254,Fri Jul 24 05:59:43 +0000 2009,1,Politico
23635084,Ronald Mayorga,sergio_fajardo,"Crear 💡, innovar 🌟 e inspirar ☁️pero también aprender, caminar y construir en equipo. 🎤🎬🐶🏋🏽✈️ 🎶 Secretario de Cultura de Santiago de Cali ❤️💪🏾",610375,3355,Tue Mar 10 19:09:10 +0000 2009,1,otros
606657005,MJDuzan,sergio_fajardo,@MJDuzan,112105,747,Tue Jun 12 21:34:28 +0000 2012,1,otros
204876189,Ricardo Ávila Pinto,sergio_fajardo,"Analista de El Tiempo, colaborador de Bloomberg Línea, consultor",7002,527,Tue Oct 19 17:15:07 +0000 2010,1,otros
156448128,"Julián López Murcia, PhD",sergio_fajardo,"Autor: Recentralisation in Colombia (Palgrave Macmillan, 2021) / Inteligencia Regulatoria: Algunas Herramientas para Diseñar y Analizar Regulación (Legis, 2021)",3160,923,Thu Jun 17 00:06:18 +0000 2010,1,otros
116633016,Diego Trujillo,sergio_fajardo,"Actor, comediante, director, escritor. #Quedesgraciataninfinita #padrericopobrepadre #elogiodelaestafa #molestiaaparte #elartedecompartirlatusa",235674,498,Tue Feb 23 04:03:48 +0000 2010,1,otros
149702418,Ana BejaranoRicaurte,sergio_fajardo,Abogada y profesora. @ElVeinteOrg Columnista en @losdanielesop,29080,992,Sun May 30 00:46:29 +0000 2010,1,Periodista
136112883,Esteban Santos,sergio_fajardo,Colombia 🇨🇴 | Políticas Publicas & Historia @UVA | Estudiante MPA @Harvard | Instagram: EstebanSantos10,221744,1370,Fri Apr 23 02:06:23 +0000 2010,2,otros
89572355,Jennifer Pedraza S,sergio_fajardo,Santandereana en Bogotá | Estudio Posgrado en Economía @UNALoficial | Ex Repre. Estudiantil | Jefa de debate @JERobledo en la #CoaliciónDeLaEsperanza,57785,1701,Thu Nov 12 23:39:37 +0000 2009,1,otros
131074953,Óscar Escobar,sergio_fajardo,Alcalde de Palmira.,18417,990,Fri Apr 09 05:33:14 +0000 2010,1,Politico
382878254,Andrés Parra,sergio_fajardo,Si no fuera Actor sería Actriz...,964444,1205,Fri Sep 30 21:12:09 +0000 2011,1,otros
154021500,Carlos Amaya 🌻,sergio_fajardo,"Soñador empedernido, esposo enamorado, papá de Victoria y David. Gobernador de Boyacá 2016-2019, Representante a Cámara 2010-2014. ¡MI CONFIANZA ESTÁ EN DIOS!",83803,706,Thu Jun 10 04:42:29 +0000 2010,2,otros
492254979,Concejo de Medellín,sergio_fajardo,Perfil oficial del Concejo de Medellín #SomosTúyYo - #PlenariaCM,79120,1090,Tue Feb 14 14:24:45 +0000 2012,1,otros
127874594,Dora Saldarriaga,sergio_fajardo,"⚖ Abogada, Magister en Derechos humanos. 
👩‍🏫 Profesora universitaria en derecho constitucional. 
🦉 Concejala Electa @Estamos_Listas",9908,434,Tue Mar 30 14:03:24 +0000 2010,1,otros
1296251149432086529,Todos por Medellín,sergio_fajardo,Somos la veeduría ciudadana a las entidades del conglomerado público de Medellín. Promovemos la participación ciudadana convencidos de que #LoPúblicoEsDeTodos.,9535,256,Thu Aug 20 01:02:31 +0000 2020,1,
242638754,Daniel Gómez Gaviria,sergio_fajardo,Subdirector General Sectorial @DNP_Colombia. 🇨🇴,27400,8271,Tue Jan 25 07:09:21 +0000 2011,2,otros
1920140406,Santiago Alarcón U,sergio_fajardo,"Y es verdad, soy un Payaso",453111,1008,Mon Sep 30 13:58:23 +0000 2013,2,otros
516991844,Juan Felipe Rodriguez,sergio_fajardo,"MS políticas públicas @HarrisPolicy, Econ e Ing Industrial @Uniandes. Quiero maximizar mi impacto social. Ateo, Aliado 🏳️‍🌈, 0 populismo, ciudadano del mundo.",2361,4985,Tue Mar 06 23:19:27 +0000 2012,1,otros
17813487,Noticias Caracol,sergio_fajardo,"Últimas noticias de Colombia y el mundo en @NoticiasCaracol, primero en noticias. Conéctese con #NoticiasCaracolAhora 👇",9209159,1145,Tue Dec 02 17:58:53 +0000 2008,4,Mediocomunicacion
112778430,Martin Jaramillo L,sergio_fajardo,"Economista.



Columnista en El Espectador.


Manizaleño, tenista y liberal.",16915,2156,Tue Feb 09 17:45:08 +0000 2010,1,Periodista
30708702,Pablo Correa,sergio_fajardo,"Exeditor ambiente, salud y ciencia del periódico El Espectador (2010-2021). Knight Science Journalism Fellow at MIT (2012-2013).",25559,892,Sun Apr 12 19:51:39 +0000 2009,2,otros
3376511,Juan Pablo Calvás,sergio_fajardo,Editor General en @wradiocolombia / Columnista en @ELTIEMPO / si doy RT es porque valoro su opinión así no la comparta.,104136,7122,Wed Apr 04 00:16:28 +0000 2007,4,Periodista
20801337,Andrés Villamizar,sergio_fajardo,"Papá de Alberto. Economista @EconomiaUAndes, MA en seguridad @GeorgetownCSS, MPhil en Policy Analysis de @PardeeRAND",42011,639,Fri Feb 13 20:06:14 +0000 2009,1,otros
2721669233,Paula Tamayo,sergio_fajardo,"Mujer, madre, esposa, psicóloga, ciudadana de Medellín. #PoderFemenino #EsTiempoDeLasMujeres",2295,2106,Wed Jul 23 12:03:04 +0000 2014,1,otros
38533136,Carlos Cortés,sergio_fajardo,Periodista y abogado. Cofundador de @linterna. Consejo asesor de @TikTokLatam. Ex @twitter y @lasillavacia. Juzgamundos. #CharlasConCharli,51162,1686,Thu May 07 22:26:05 +0000 2009,2,Periodista
847591188332990466,Jurisdicción Especial para la Paz,sergio_fajardo,"Cuenta oficial de la Jurisdicción Especial para la Paz (JEP) de Colombia.
Facebook: https://t.co/4fAIoAx7TS
Instagram: https://t.co/rfyTy3Yw1N",239701,1402,Thu Mar 30 23:27:41 +0000 2017,2,
117707917,Juan Felipe Bernal Uribe,sergio_fajardo,"Director del doctorado en economía, profesor en @UniJaveriana. Economista javeriano, PhD econ @TSEinfo.
Opiniones personales. Contra cualquier forma de censura.",4047,1242,Fri Feb 26 10:35:17 +0000 2010,1,otros
74842802,Laura Ardila Arrieta,sergio_fajardo,"Periodista Caribe, aspirante a contadora de historias. Comprometida a vida completa con la Colombia periférica. Menos escritorio, más territorio.",28530,2265,Wed Sep 16 21:27:07 +0000 2009,1,Periodista
158431451,Juan David Laverde,sergio_fajardo,"Parido para la vida contemplativa, pero no se pudo. Periodista de @NoticiasCaracol y @elespectador. Escríbame a jdlaverde@caracoltv.com.co",77620,1359,Tue Jun 22 17:38:27 +0000 2010,2,Periodista
88206110,Carrie Bradshaw💅🏼,sergio_fajardo,Fashionista irresponsable rehabilitada tratando de sobrevivir a la adultez. Fundadora y vintage cool hunter de @truelovandpoems  Brand hacker en @vamoaromperla,7597,845,Sat Nov 07 15:26:54 +0000 2009,1,otros
12542002,Juan Esteban Lewin,sergio_fajardo,Director Editorial de @lasillavacia . Memento mori.,24148,2750,Tue Jan 22 15:01:00 +0000 2008,2,otros
382592033,Andrés Bermúdez Liévano,sergio_fajardo,"Escribo de campo, drogas, ambiente y justicia transicional/ @CLIP_AmericaLat @justiceinfonet & @CarterFellows/ Libro Debates de La Habana↓/ PGP 2E8B27A830AC9B96",9239,5490,Fri Sep 30 10:34:20 +0000 2011,1,otros
