nombre,usuario,fecha,texto,emoticon,cantidad_comentarios,cantidad_likes,Cantidad_Retweets
Gustavo Petro,@petrogustavo,2020-12-23T18:05:34.000Z,"El cambio de la cúpula policial expresa la insostenibilidad del general Atehortua, sindicado de corrupción y responsable de las masacres contra los jóvenes en las movilizaciones sociales.

Pero no se necesita un simple cambio de generales, sino una reforma profunda.Quote Tweet
RT en Español
@ActualidadRT
Medios afiliados al gobierno, Rusia
 · Dec 23, 2020
El actor estadounidense y activista del movimiento 'Black Lives Matter', Kendrick Sampson, fue atacado en Cartagena por dos policías",,66,718,1.9K,https://twitter.com/petrogustavo/status/1341807175505735685
Gustavo Petro,@petrogustavo,2020-12-23T17:57:56.000Z,"Este artículo analiza a profundidad la política antinarcoticos de nuestro país, su estruendoso fracaso y la necesidad de una nueva política cimentada mucho más en resolver las problemáticas sociales que en desatar guerras.La resaca del Plan Colombia
La guerra contra las drogas, promovida por EE.UU. y las élites colombianas, solo ha logrado fortalecer el narcotráfico y la militarización del país. Acabar con la violencia requiere un profundo...
ctxt.es",,32,487,1.1K,https://twitter.com/petrogustavo/status/1341805253168132098
Gustavo Petro,@petrogustavo,2020-12-22T20:27:21.000Z,"Las naciones originarias vuelven al poder en EEUU de la mano de una mujer.Quote Tweet
DW Español
@dw_espanol
 · Dec 22, 2020
Una voz indígena en la Casa Blanca

El presidente electo de Estados Unidos, Joe Biden, nominó a Deb Haaland como secretaria del Interior. Sería la primera nativa estadounidense en ocupar un cargo en el Gabinete. /lm
0:42
34.1K views",,69,642,2.3K,https://twitter.com/petrogustavo/status/1341480466973667328
Gustavo Petro,@petrogustavo,2020-12-22T20:25:23.000Z,"Es lamentable que un hijo de Córdoba se haya dejado entrampar de su contexto de esta manera. Creyeron en el paramilitarismo, en la apropiación despiadada de la tierra. Pusieron el derecho al servicio del dinero y la premodernidad. Se olvidaron de lo justo.The following media includes potentially sensitive content. Change settings
View",,117,736,2K,https://twitter.com/petrogustavo/status/1341479971290791936
Gustavo Petro,@petrogustavo,2020-12-21T21:40:21.000Z,"Este mensaje logra que millones de colombianos aplaudan olvidando que hay millones de colombianos en Venezuela, Ecuador, EEUU y España, y que para nada nos gustaría que los excluyeran de la vacuna.

La. xenofobia es uno de los pilares del fascismo. Logra aplausos mientras mata.Quote Tweet
Agence France-Presse
@AFPespanol
 · Dec 21, 2020
Colombia excluirá de vacunación a venezolanos que estén irregulares en su territorio #AFP http://u.afp.com/U4eb",,627,1.5K,4.4K,https://twitter.com/petrogustavo/status/1341136449719197700
Gustavo Petro,@petrogustavo,2020-12-21T21:27:13.000Z,"El presidente Duque debería ayudar a construir una estrategia común de negociación de las vacunas a escala latinoamericana.

Si no tenemos infraestructura para el congelamiento a - 70 °C que necesita la vacuna  Pfizer, hay que adquirir vacunas que ya están listas de otros países.Quote Tweet
Verónika Mendoza
@Vero_Mendoza_F
 · Dec 21, 2020
1/2 Ya antes los hemos visto lucrar a costa de la salud y la vida de la gente. Que la incertidumbre y los mensajes contradictorios no nos hagan perder de vista que la vacuna debe ser un bien público de acceso universal y gratuito, y no un negocio.
Show this thread",,70,275,578,https://twitter.com/petrogustavo/status/1341133144540508161
Gustavo Petro,@petrogustavo,2020-12-21T20:46:08.000Z,"Hubo un simulacro de confinamiento y ahora un simulacro de vacunación.Quote Tweet
El País Cali #ElPaisPaLante
@elpaiscali
 · Dec 21, 2020
Simulacro de vacunación contra el covid-19 en Colombia podría iniciar esta semana: Duque http://dozz.es/wre9h2",,121,330,1K,https://twitter.com/petrogustavo/status/1341122805287497728
Gustavo Petro,@petrogustavo,2020-12-21T19:45:00.000Z,"Ser parte de un proyecto en donde la masacre y el uso del poder para el enriquecimiento merece el aplauso del seudo periodista y donde luchar toda la vida por lo justo merece su insulto.

Sus insultos Felipe, me dignifican.Quote Tweet
Felipe Zuleta Lleras
@Zuletalleras
 · Dec 19, 2020
Ya lo dije y no lo repito más. Entre votar por Don @tomasuribeEco y el señor H. senador  @petrogustavo. Voto por Don Tomas.",,301,967,3.4K,https://twitter.com/petrogustavo/status/1341107420077109254
Gustavo Petro,@petrogustavo,2020-12-21T19:18:28.000Z,"En el Cesar ganó Duque. El Cesar ha sido condenado a la extracción del carbón, a la desertización de su tierra y a la eliminación de su agricultura d alimentos. Hoy la mitad de su población está en pobreza

Nosotros propusimos el agua, el agro de alimentos, y su industrializaciónQuote Tweet
El Pilón
@El_Pilon
 · Dec 21, 2020
La mitad de la población del Cesar vive en la pobreza monetaria: Dane https://elpilon.com.co/la-mitad-de-la-poblacion-del-cesar-vive-en-la-pobreza-monetaria-dane/…",,67,453,1K,https://twitter.com/petrogustavo/status/1341100743340797958
Gustavo Petro,@petrogustavo,2020-12-21T19:05:55.000Z,"¿Cuál la diferencia entre el Hitler antijudío y el Duque antivenezolano? ¿cuál la diferencia entre matar masivamente y dejar morir masivamente?Quote Tweet
ValorFuturo
@ValorFuturo
 · Dec 21, 2020
Duque avisa que migrantes venezolanos no podrán acceder a vacuna contra coronavirus en Colombia http://twitter.valorfuturo.com/noticia.asp?id=3261626…",,682,1K,2.6K,https://twitter.com/petrogustavo/status/1341097587475165194
Gustavo Petro,@petrogustavo,2020-12-21T17:01:51.000Z,"Bajo una perspectiva de 30 millones de personas sin vacunación en 2021, Colombia tendría que mantener permantemente durante el 2021 aislamiento social, tapabocas y cuarentenas.

La lucha por una vacunación universal para el 2021 debe comenzar desde ya.",,39,176,548,https://twitter.com/petrogustavo/status/1341066362517598209
Gustavo Petro,@petrogustavo,2020-12-21T17:01:51.000Z,"La base de vacunación de Colombia sigue siendo muy deficiente.

Compradas vacunas para 10 millones de personas, otras diez millones de personas dependerán de donaciones mundiales y quedan 30 millones de personas sin ninguna opción,por ahora, para todo el año entrante.",,11,147,467,https://twitter.com/petrogustavo/status/1341066361435516934
Gustavo Petro,@petrogustavo,2020-12-21T17:01:50.000Z,"Hasta este momento tenemos compradas 20 millones de vacunas para 10 millones de personas, es mejor que nada, pero las otras 20 millones, es a traves del covax que depende de donaciones. Aún si las tenemos serían 20 millones de personas vacunadas el año entrante. No es suficiente.Quote Tweet
Ricardo Henao Calderòn
@RICHENAO
 · Dec 19, 2020
Nos llegarán 40 millones de vacunas y ahora les buscan el pero por todas partes.
Es una gran noticia, pero no nos gusta, no nos gusta nada. Que horror...",,90,296,905,https://twitter.com/petrogustavo/status/1341066359871053827
Gustavo Petro,@petrogustavo,2020-12-19T17:20:40.000Z,"La diferencia entre lo que hizo Varón Cotrino y los uribistas tratando de eliminar políticamente la Colombia Humana y lo que hicieron con la Unión Patriótica, es una diferencia de litros de sangre. Detrás la misma concepción antidemocrática: exterminar al contradictor.",,193,1.5K,4.6K,https://twitter.com/petrogustavo/status/1340346324512858112
Gustavo Petro,@petrogustavo,2020-12-19T17:18:01.000Z,"Estas denuncias casi anónimas de miles de personas que hoy son amenazadas a lo largo y ancho del país , gritándonos desde sus miedos , que aquí no hay una democracia, y que no hay un país del mundo que necesite más de un cambio real, que Colombia.Quote Tweet
Rosalba Alarcón Peña
@Rosa_Alcarajo
 · Dec 13, 2020
He sido amenazada de muerte, esta vez la amenaza la hicieron a través de un familiar. ""Ella esta delgada, la vamos a matar""

Días antes hice denuncio en la @FiscaliaCol  y no he recibido respuesta. 

Solicito protección a mi vida @IntlCrimCourt @DefensoriaCol @FLIP_org @RSF_esp",,42,419,976,https://twitter.com/petrogustavo/status/1340345655399772161
Gustavo Petro,@petrogustavo,2020-12-19T17:13:23.000Z,"Duque separó violentamente la familia de nuestra candidata al senado y ex parlamentaria andina, Gloria Florez. Pasó por encima del derecho de su hijo, menor de edad, a vivir con sus padres e impuso el ostracismo a su padre.Quote Tweet
Gloria Flórez Schneider GANA LA VIDA
@GloriaFlorezSI
 · Dec 19, 2020
Hace 2 años un “falso positivo” de @IvanDuque desterró a mi esposo y separó mi familia. Calumnias, despliegue mediático y persecución vil continúan para obligarnos al exilio.  Lucho por la justicia https://aa.com.tr/es/mundo/la-lucha-de-dos-a%C3%B1os-de-una-colombiana-para-probar-la-inocencia-de-su-esposo-venezolano/2081950…",,43,537,1K,https://twitter.com/petrogustavo/status/1340344492033978370
Gustavo Petro,@petrogustavo,2020-12-19T16:23:06.000Z,"Colombia Humana se mantendrá como fuerza política organizada, colectiva   y democrática en todos los municipios del país

Sin financiación pública, ni acceso a medios de comunicación o a garantías del estatuto de oposición, aportaremos millones de votos a la unidad democráticaQuote Tweet
Gustavo Petro
@petrogustavo
 · Dec 19, 2020
La decisión de Cambio Radical y Centro Democrático, que ganó la mayoría del Congreso, de excluir a los grupos significativos de ciudadanos, entre ellos Colombia Humana, de participar en coaliciones para las elecciones del 2022, nos pone ante la siguiente decisión:
Show this thread",,220,999,3.1K,https://twitter.com/petrogustavo/status/1340331834668924928
Gustavo Petro,@petrogustavo,2020-12-19T14:13:02.000Z,"Un trabajo arduo que llevó a que Colombia tiene 40.000 muertos y quizás duplique la cifra, uno de los peores resultados del mundo ante el covid.

Y aun hoy, la mitad de las vacunas que vacunaran a menos de la mitad de la población, dependen de la limosna internacionalQuote Tweet
Hassan Nassar
@HassNassar
 · Dec 18, 2020
Trabajo arduo y constante de la mano de los expertos en salud y epidemiología ha sido la directriz del presidente @IvanDuque para enfrentar el COVID-19 en Colombia. Las crisis se manejan anticipándose, trayendo soluciones, con hechos concretos y sin espacios para los fatalistas.",,1.4K,1.2K,3.1K,https://twitter.com/petrogustavo/status/1340299105298464770
Gustavo Petro,@petrogustavo,2020-12-19T14:04:01.000Z,"Pasa desapercibida por la prensa y los influencers superficiales, que uno de lo temas centrales propuestos por nosotros, la audiitoria en tiempo real de software y escrutinios fue eliminado en conciliación del código.

Se abre el paso al megafraude tecnológico en  elecciones",,358,2.6K,6.5K,https://twitter.com/petrogustavo/status/1340296833990582272
Gustavo Petro,@petrogustavo,2020-12-19T12:46:19.000Z,"Les propongo sacrificar la existencia legal de Colombia Humana y construir el Pacto Histórico para cambiar el Congreso, la sociedad y la Presidencia de la República.",,826,2.7K,10.1K,https://twitter.com/petrogustavo/status/1340277280782905345
Gustavo Petro,@petrogustavo,2020-12-19T12:46:19.000Z,"Si luchar por la personería jurídica de Colombia Humana en una lista independiente y solitaria.

O sacrificar nuestra existencia legal por construir el Pacto Histórico de Colombia y cambiar el Congreso de la República.",,81,804,3.5K,https://twitter.com/petrogustavo/status/1340277279767875586
Gustavo Petro,@petrogustavo,2020-12-19T12:46:19.000Z,"La decisión de Cambio Radical y Centro Democrático, que ganó la mayoría del Congreso, de excluir a los grupos significativos de ciudadanos, entre ellos Colombia Humana, de participar en coaliciones para las elecciones del 2022, nos pone ante la siguiente decisión:",,379,1.5K,5.2K,https://twitter.com/petrogustavo/status/1340277278744457220
Gustavo Petro,@petrogustavo,2020-12-19T11:49:35.000Z,"El trabajo del capital es insultarnos los unos a los otros, el del progresismo es recuperar la hermandad en un proyecto colectivo

Excelente artículo sobre lo que significa el moralismo y la critica al comportamiento en vez de la critica social en redesLa policía semiótica y la política moralista
Hoy se señala en las redes a personas y actitudes, declaraciones o imágenes y se les culpabiliza como si fuesen la causa de la opresión. El moralismo responde a una profunda impotencia analítica, así...
ctxt.es",,114,509,1.3K,https://twitter.com/petrogustavo/status/1340263002512211970
Gustavo Petro,@petrogustavo,2020-12-19T03:11:04.000Z,"Nueva masacre cometida por la policía contra jóvenes en BogotáQuote Tweet
Diego Cancino - Concejal de Bogotá
@cancinodiegoa
 · Dec 18, 2020
En El Codito son: 1 joven asesinado, 2 jóvenes más heridos (uno en cirugía), un niño de 16 años herido también y un joven detenido que no aparece; todos iban en la van de transporte.",,169,1K,2.1K,https://twitter.com/petrogustavo/status/1340132514506170369
Gustavo Petro,@petrogustavo,2020-12-19T03:09:23.000Z,"La destrucción de una ciudad de derechos en Bogotá.The following media includes potentially sensitive content. Change settings
View",,188,1K,2.4K,https://twitter.com/petrogustavo/status/1340132089828696064
Gustavo Petro,@petrogustavo,2020-12-18T19:59:45.000Z,"La decisión tomada a última hora en la aprobación del código electoral y por iniciativa de German Varón,  de Vargas Lleras y del Centro Democratico, busca impedir que la Colombia Humana tenga plenos derechos para su participación electoral.

Es un golpe contra la Democracia",,153,803,2.2K,https://twitter.com/petrogustavo/status/1340023971585126400
Gustavo Petro,@petrogustavo,2020-12-18T19:59:45.000Z,"Mi intervención sobre la exclusión de Colombia Humana, y demas grupos significativos de ciudadanos, de sus derechos politicos a participar en elecciones en coaliciones.

A diferencia de las demás organizaciones políticas se le excluye de derechos políticos fundamentalesQuote Tweet
Colombia Humana
@ColombiaHumana_
 · Dec 18, 2020",,589,2.1K,5.1K,https://twitter.com/petrogustavo/status/1340023970033221633
Gustavo Petro,@petrogustavo,2020-12-18T19:19:56.000Z,"De nuevo se crea un DAS, un cuerpo de inteligencia dependiente directamente del Presidente.

La construcción dictatorial de Colombia sigue su marcha.El decreto que politiza la Inteligencia Nacional
Es contraproducente para la democracia y lesivo para la Inteligencia Nacional, la incomprensible creación de tres centros de coordinación interagencial bajo la sombrilla de la Consejería Presidencial...
las2orillas.co",,98,860,1.7K,https://twitter.com/petrogustavo/status/1340013948876238853
Gustavo Petro,@petrogustavo,2020-12-18T01:07:02.000Z,"Por fin Oscar Sanchez  mi secretario de educación, decide defender su propia obra educativa en Bogotá Humana.

Brillante análisis para aquellos que aún creen que no hicimos un solo colegio en la ciudad.

Leamos su balance.Edificios que hablan
Entre 2012 y 2015 se entregaron o iniciaron 48 colegios; negar una estructura de concreto es necedad
eltiempo.com",,79,1K,2.7K,https://twitter.com/petrogustavo/status/1339738910864248832
Gustavo Petro,@petrogustavo,2020-12-17T16:43:04.000Z,"El mecanismo COVAX, que depende de donaciones para la vacuna, es supremamente débil para garantizar la inmunización de la población colombiana frente al Covid; si el gobierno no compró las vacunas hay que permitir que la iniciativa privada lo haga.Quote Tweet
Momo
@MomoMachicao
 · Dec 17, 2020
Más temprano Reuters informó que el esquema global COVAX para entregar vacunas a países más pobres en África, Asia y América Latina enfrenta un riesgo ""muy alto"" de falla debido a la falta de fondos, suministros y arreglos contractuales complejos. https://reuters.com/article/salud-coronavirus-bid-vacuna-idESKBN28Q2MF…",,77,269,660,https://twitter.com/petrogustavo/status/1339612086104690689
Gustavo Petro,@petrogustavo,2020-12-17T13:15:23.000Z,"Para ordenar la gran lista cerrada por el Pacto para cambiar el Congreso y hacer de la ley, la regla al servicio de los intereses de la gente, Hagamos elecciones primarias en Octubre para consultar a la ciudadanía para que tenga el poder de seleccionar y ordenar las candidaturas.",,46,430,1.3K,https://twitter.com/petrogustavo/status/1339559818697302016
Gustavo Petro,@petrogustavo,2020-12-17T13:15:22.000Z,"La proposición de Roy rechazada en la plenaria, que recogía nuestras propuestas en comisión primera, arroja ahora que solo se podrá lograr paridad de género si las listas son cerradas y alternadas.

Invito a hacer una gran lista cerrada y alternada para cambiar el Congreso",,23,326,1.1K,https://twitter.com/petrogustavo/status/1339559816990175233
Gustavo Petro,@petrogustavo,2020-12-17T13:15:22.000Z,"No entiendo una lucha femenina sino es para garantizar derechos reales.

Los premios de consolación no sirven. Lo que debe reformarse en Colombia es que la elección de curules sea paritaria.

Se puede hacer tanto en listas cerradas como abiertas.",,99,633,2.6K,https://twitter.com/petrogustavo/status/1339559815669043200
Gustavo Petro,@petrogustavo,2020-12-17T12:57:45.000Z,"Vargas Lleras con el Centro Democrático y los ayudaron liberales y verdes fajardistas, son los que se lanzaron a quitarle los derechos politicos a la Colombia Humana.

Tienen miedo que los desplacemos del Congreso de la RepúblicaQuote Tweet
Hollman Morris
@HOLLMANMORRIS
 · Dec 17, 2020
Este es el momento en que GErman Varón de Cambio Radical impulsa negar el artículo 82 del código electoral que le hubiera permitido a la Calombia Humana tener Personería Juridica.

Les da miedo que la Colombia Humana tenga garantías. Renovaremos el congreso.

@petrogustavo
0:49
25.5K views",,103,722,1.5K,https://twitter.com/petrogustavo/status/1339555381039800322
