nombre,usuario,fecha,texto,emoticon,cantidad_comentarios,cantidad_likes,Cantidad_Retweets
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-10-02T18:06:24.000Z,"A quienes se estaban preguntando en dónde estaba EL ING. RODOLFO HERNÁNDEZ en las encuestas, aquí les dejo una imagen que muestra que las grandes proezas comienzan desde abajo.",,76,67,374,https://twitter.com/ingrodolfohdez/status/1312091579277086720
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-09-30T14:27:13.000Z,Qué sometimiento el de este gobierno a un jefe de estado extranjero al que lo único que le interesa de Colombia son los votos de los Uribistas que viven en La Florida.,,18,40,223,https://twitter.com/ingrodolfohdez/status/1311311644505583621
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-09-29T17:02:23.000Z,"Las emisoras comunitarias son uno de los mejores caminos para que las poblaciones colombianas, especialmente las rurales, trabajen unidas por el desarrollo de los municipios. Gracias San Vicente Stereo por permitirnos llevar nuestro mensaje a esta bella población. 
@SanVicenteCh",,6,19,67,https://twitter.com/ingrodolfohdez/status/1310988306214199296
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-09-29T13:54:09.000Z,"El cacao producido en el municipio de San Vicente de Chucurí es el mejor del mundo. Por eso es importante no solo conocer su producción, sino también la historia de su gente y de sus necesidades.",,14,100,559,https://twitter.com/ingrodolfohdez/status/1310940934696296455
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-09-01T13:00:45.000Z,#LoDijoElInge,,10,17,94,https://twitter.com/ingrodolfohdez/status/1300780636303765504
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-09-01T00:29:16.000Z,"¡DUQUE NO PUEDE HACER REFORMAS SIN EL CONSENTIMIENTO DE LOS COLOMBIANOS!Ing Rodolfo Hernandez !
@ingrodolfohdez
¡DUQUE NO PUEDE HACER REFORMAS SIN EL CONSENTIMIENTO DE LOS COLOMBIANOS!
pscp.tv",,4,20,61,https://twitter.com/ingrodolfohdez/status/1300591516516196353
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-08-30T20:03:25.000Z,"Los espero mañana lunes 31 de Agosto, en el programa En Vivo  “Hable con el Ingeniero” a las 7:30 p.m. en todas mis redes sociales.",,5,17,81,https://twitter.com/ingrodolfohdez/status/1300162229363519488
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-08-29T21:16:07.000Z,"¡VERGÜENZA, NOS ESTÁN ESPIANDO CON LA PLATA DE LOS COLOMBIANOS!
Ver  https://youtu.be/r_UvUDrtqY0

Ampliaremos este tema el próximo lunes 31 de agosto a las 7:30 pm, en mi programa en vivo ""Hable con el Ingeniero"" en todas mis redes sociales, ¡los espero!¡VERGÜENZA, NOS ESTÁN ESPIANDO CON LA PLATA DE LOS COLOMBIANOS!
Ampliaremos este tema el próximo lunes 31 de agosto a las 7:30 pm, en mi programa en vivo ""Hable con el Ingeniero"" en todas mis redes sociales, ¡los espero!
youtube.com",,7,23,73,https://twitter.com/ingrodolfohdez/status/1299818134841495552
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-08-29T17:19:42.000Z,"DUQUE NO PUEDE HACER REFORMAS SIN EL CONSENTIMIENTO DE LOS COLOMBIANOS.
Ver  https://youtu.be/shNfhperH2c

Ampliaremos este tema el próximo lunes 31 de agosto a las 7:30 pm, en mi programa en vivo ""Hable con el Ingeniero"" en todas mis redes sociales, ¡los espero!DUQUE NO PUEDE HACER REFORMAS SIN EL CONSENTIMIENTO DE LOS COLOMBIA...
Ampliaremos este tema el próximo lunes 31 de agosto a las 7:30 pm, en mi programa en vivo ""Hable con el Ingeniero"" en todas mis redes sociales, ¡los espero!
youtube.com",,3,16,43,https://twitter.com/ingrodolfohdez/status/1299758638748360705
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-08-29T00:39:04.000Z,"¡OTRA VEZ DUQUE HACIÉNDOLE LOS MANDADOS A TRUMP!
Ver  https://youtu.be/nb5868daflc

Ampliaremos este tema el próximo lunes 31 de agosto a las 7:30 pm, en mi programa en vivo ""Hable con el Ingeniero"" en todas mis redes sociales, ¡los espero!¡OTRA VEZ DUQUE HACIÉNDOLE LOS MANDADOS A TRUMP!
Ampliaremos este tema el próximo lunes 31 de agosto a las 7:30 pm, en mi programa en vivo ""Hable con el Ingeniero"" en todas mis redes sociales, ¡los espero!
youtube.com",,7,13,82,https://twitter.com/ingrodolfohdez/status/1299506821959487489
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-08-27T01:09:55.000Z,¡ME ATACAN PORQUE ESTÁN ASUSTADOS!,,37,60,305,https://twitter.com/ingrodolfohdez/status/1298789809004122112
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-08-25T00:29:33.000Z,"¡ALERTA COLOMBIA, LA DEMOCRACIA EN PELIGRO!Ing Rodolfo Hernandez !
@ingrodolfohdez
¡ALERTA COLOMBIA, LA DEMOCRACIA EN PELIGRO!
pscp.tv",,2,35,75,https://twitter.com/ingrodolfohdez/status/1298054874093953025
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-08-16T11:01:19.000Z,"Hablan de modificar la constitución! en lugar de ponerse a legislar para q en la nueva economía post-pandemia, los q trabajen desde sus casas vía internet, tenga los mismos derechos laborales q los que deben trabajar de manera presencial…",,3,30,147,https://twitter.com/ingrodolfohdez/status/1294952372712747009
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-08-15T23:01:19.000Z,"Hablan de modificar la constitución! en lugar de ponerse a legislar el trabajo domiciliario que con el coronavirus ha subido en la demanda, pero también en los riesgos.",,7,18,128,https://twitter.com/ingrodolfohdez/status/1294771178452799489
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-08-15T18:24:47.000Z,"@ClaudiaLopez
  y 
@QuinteroCalle
 , ¡NO ESPEREN A DUQUE, PIDAN LA VACUNA!

Ver  https://youtu.be/Q6SS2XyORkw

Ampliaremos este tema el próximo lunes 17 de agosto a las 7:30 pm, en mi programa en vivo ""Hable con el Ingeniero"" en todas mis redes sociales, ¡los espero!Claudia Lópex y Daniel Quintero, ¡NO ESPEREN A DUQUE, PIDAN LA VACUNA!
Ampliaremos este tema el próximo lunes 17 de agosto a las 7:30 pm, en mi programa en vivo ""Hable con el Ingeniero"" en todas mis redes sociales, ¡los espero!
youtube.com",,,5,20,https://twitter.com/ingrodolfohdez/status/1294701587127062530
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-08-15T15:10:09.000Z,Hablan de modificar la constitución! en lugar de ponerse a legislar para prohibir los despidos en los próximos 6 meses para que el coronavirus no se convierta en la excusa para reducir costos de personal y optimizar la producción con menos mano de obra.,,5,36,157,https://twitter.com/ingrodolfohdez/status/1294652608427196416
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-08-15T11:55:05.000Z,"Hablan de modificar la constitución! en lugar de ponerse a legislar para aplicar subsidios en el pago de los servicios públicos, para ayudar a las pymes, para ayudar a los comerciantes, para ayudar a los dueños de restaurantes que hace cinco meses tienen sus ventas estancadas.",,9,77,300,https://twitter.com/ingrodolfohdez/status/1294603514409365508
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-08-15T01:59:17.000Z,"DUQUE: EN-CUESTA ABAJO
¡Uno de los Presidentes con más baja aceptación de América!

Ampliaremos este tema el próximo lunes 17 de agosto a las 7:30 pm, en mi programa en vivo ""Hable con el Ingeniero"" en todas mis redes sociales, ¡los espero!

Ver DUQUE: EN-CUESTA ABAJO ¡Uno de los Presidentes con más baja aceptac...
Ampliaremos este tema el próximo lunes 17 de agosto a las 7:30 pm, en mi programa en vivo ""Hable con el Ingeniero"" en todas mis redes sociales, ¡los espero!
youtube.com",,9,14,48,https://twitter.com/ingrodolfohdez/status/1294453577650405377
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-08-15T00:32:46.000Z,#LoDijoElIngeniero,,10,39,143,https://twitter.com/ingrodolfohdez/status/1294431807434371072
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-08-14T23:01:23.000Z,Hablan de modificar la constitución! en lugar de ponerse a legislar sobre las nuevas funciones y las nuevas leyes bajo las que se debe regir un estado social de derecho que garantice la seguridad alimentaria de los más vulnerables.,,2,48,178,https://twitter.com/ingrodolfohdez/status/1294408809042116608
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-08-14T15:02:32.000Z,"Ahora quieren modificar la constitución!! en lugar de ponerse a legislar sobre el dramático panorama sanitario, económico y social que nos está dejando esta pandemia.",,11,75,343,https://twitter.com/ingrodolfohdez/status/1294288300241551365
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-08-14T11:05:19.000Z,"@IvanDuque
 ya es hora de que usted se ponga del lado de los Colombianos y no de todos estos politiqueros que con la excusa de Uribe, quieren seguir robando impunemente, ¡quieren seguir saqueando y despilfarrando los recursos públicos!",,,6,18,https://twitter.com/ingrodolfohdez/status/1294228602171662338
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-08-13T23:01:52.000Z,"El Presidente 
@IvanDuque
 dijo en una entrevista con caracol, que hay muchos corruptos que le tienen miedo a una reforma a la justicia, bueno Presidente, entonces diga quienes son!! diga si están en su propio partido, o si son de otros partidos de su coalición de gobierno.",,31,163,627,https://twitter.com/ingrodolfohdez/status/1294046543696338945
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-08-13T15:02:09.000Z,"La senadora Paloma Valencia del centro democrático dice que hay que ""despolitizar"" la justicia. No señora, no hay que despolitizar la justicia hay que ""desratizar"" el congreso!",,29,141,591,https://twitter.com/ingrodolfohdez/status/1293925815483338752
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-08-13T11:01:25.000Z,"Ponen a la senadora Paloma Valencia, de paloma mensajera a decir cosas que ellos no se animan, ellos quieren una justicia que no actúe, que no investigue, que no mande a la cárcel a toda esa ladronera impune que ha tomado por asalto los recursos públicos de Colombia.",,75,503,"1,5 mil",https://twitter.com/ingrodolfohdez/status/1293865235120521219
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-08-12T23:05:08.000Z,"En una democracia de verdad, en una democracia participativa la selección y elección de las personas que aspiren a la contraloría, la procuraduría, y la fiscalía, la deberían hacer los ciudadanos, esta es la modificación, que hay que hacerle a la justicia!!...",,17,59,213,https://twitter.com/ingrodolfohdez/status/1293684975234056192
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-08-12T15:02:09.000Z,Escuchen Colombianos! en Colombia la justicia va a funcionar el día que les quitemos a los corruptos el nombramiento de los candidatos a los órganos de control!,,34,172,674,https://twitter.com/ingrodolfohdez/status/1293563431119921152
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-08-10T01:11:29.000Z,#LoDijoElIngeniero,,14,38,177,https://twitter.com/ingrodolfohdez/status/1292629609121538048
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-08-09T16:20:47.000Z,"Los espero mañana 10 de Agosto, en el programa En Vivo  “Hable con el Ingeniero” a las 7:30 p.m. en todas mis redes sociales.",,8,27,107,https://twitter.com/ingrodolfohdez/status/1292496053724487697
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-08-05T23:01:38.000Z,Para los politiqueros del Centro Democrático los que No piensan como ellos No pueden opinar…,,27,126,827,https://twitter.com/ingrodolfohdez/status/1291147380134477824
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-08-05T21:45:18.000Z,"“ASALTO“ EN EL MUNICIPIO DEL PLAYÓN !Asaltada la buena fe del Ingeniero y del director de 
@LigaGobernantes
 , 
@oscarjahir_
 

Ver “ASALTO“ EN EL MUNICIPIO DEL PLAYÓN
!Asaltada la buena fé del Ingeniero y del director de la Liga de Gobernantes Anticorrupción!
youtube.com",,4,5,21,https://twitter.com/ingrodolfohdez/status/1291128168900960258
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-08-05T13:49:59.000Z,"#AUribeLeDigo Señor Uribe: los Colombianos estamos cansados de que usted hable de los opositores como enemigos!!! 

#delcasouribepienso",,64,237,"1,2 mil",https://twitter.com/ingrodolfohdez/status/1291008554451730434
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-08-05T00:33:03.000Z,"NUESTRA POSICIÓN ES DEFENDER EL PÁRAMO: ¡NUESTRO ORO ES EL AGUA! 
@oscarjahir_
  @LigaGobernantes
 

Ver NUESTRA POSICIÓN ES DEFENDER EL PÁRAMO: ¡NUESTRO ORO ES EL AGUA! 
youtube.com",,3,44,157,https://twitter.com/ingrodolfohdez/status/1290807999620055043
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-08-04T23:01:33.000Z,"Para 
@AlvaroUribeVel
 cualquiera que no piense como Uribe es Comunista, Izquierdista o Castrochavista… Hágame el favor!!",,153,633,"2,8 mil",https://twitter.com/ingrodolfohdez/status/1290784970043265025
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-08-04T01:52:02.000Z,"PARA URIBE, ¡STIGLITZ ES COMUNISTA!Ing Rodolfo Hernandez !
@ingrodolfohdez
PARA URIBE, ¡STIGLITZ ES COMUNISTA!
pscp.tv",,5,18,44,https://twitter.com/ingrodolfohdez/status/1290465485897768963
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-08-04T01:37:28.000Z,"PARA URIBE, ¡STIGLITZ ES COMUNISTA!Ing Rodolfo Hernandez !
@ingrodolfohdez
PARA URIBE, ¡STIGLITZ ES COMUNISTA!
pscp.tv",,5,19,48,https://twitter.com/ingrodolfohdez/status/1290461822403911680
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-08-04T00:29:40.000Z,"PARA URIBE, ¡STIGLITZ ES COMUNISTA!Ing Rodolfo Hernandez !
@ingrodolfohdez
PARA URIBE, ¡STIGLITZ ES COMUNISTA!
pscp.tv",,9,29,75,https://twitter.com/ingrodolfohdez/status/1290444759883014150
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-07-24T11:01:54.000Z,"Es el presidente del país el que desde un principio debía haber llamado a la oposición, a los gremios, a los trabajadores, a los empresarios, a los comerciantes y a todos los estamentos del país para escuchar sus requerimientos, sus aportes y sus ideas…",,15,39,219,https://twitter.com/ingrodolfohdez/status/1286617598495531008
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-07-23T11:01:22.000Z,"Le hablo al presidente como un ciudadano más que tiene el deber y el derecho de saber, cómo nos vamos a enfrentar a esta enfermedad y a las secuelas sociales y económicas que va a generar!!!",,16,35,184,https://twitter.com/ingrodolfohdez/status/1286255076697309184
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-07-22T22:40:51.000Z,"¡POSITIVO EN LA VIDA, NEGATIVO EN EL COVID!. Me hice la prueba del COVID 19 y di negativo.",,17,20,272,https://twitter.com/ingrodolfohdez/status/1286068722067820544
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-07-22T11:01:00.000Z,"A los que me preguntan que porqué le hablo al Presidente, pues porque es el Presidente!!! y todos los Colombianos tenemos el derecho y el deber de exigirle que se ponga al frente de esta pandemia social y sanitaria",,29,65,449,https://twitter.com/ingrodolfohdez/status/1285892597932752896
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-07-21T16:10:36.000Z,"El Presidente se enfurece con los que le reclaman por sus errores y los llama politiqueros, politiquero es usted que vive haciendo marketing político en lugar de ponerse al frente de esta pandemia social.",,33,191,815,https://twitter.com/ingrodolfohdez/status/1285608121067606022
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-07-21T00:32:07.000Z,"SEÑOR PRESIDENTE, ¡LOS POLITIQUEROS SON USTEDES!Ing Rodolfo Hernandez !
@ingrodolfohdez
SEÑOR PRESIDENTE, ¡LOS POLITIQUEROS SON USTEDES!
pscp.tv",,11,50,130,https://twitter.com/ingrodolfohdez/status/1285371944242536449
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-07-20T19:47:25.000Z,"¡Feliz día de la independencia para todos! #20DeJulio0:32
1,5 mil reproducciones",,4,18,93,https://twitter.com/ingrodolfohdez/status/1285300296609075200
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-07-19T17:35:09.000Z,"Los espero mañana 20 de Julio, en el programa “Hable con el Ingeniero” a las 7:30 pm",,3,13,75,https://twitter.com/ingrodolfohdez/status/1284904625083166721
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-07-17T11:44:11.000Z,#LoDijoElIngeniero,,19,47,200,https://twitter.com/ingrodolfohdez/status/1284091523299266561
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-07-17T11:01:19.000Z,Este gobierno ya está pensando en clavarle más impuestos a los pobres y a la clase media colombiana…,,37,97,394,https://twitter.com/ingrodolfohdez/status/1284080737151594496
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-07-16T11:15:16.000Z,"@IvanDuque
 deje de hacer marketing político con el chavismo y Venezuela para subir en las encuestas porque sabe que a los Colombianos no le gusta el chavismo, dedíquese a Colombia, que lo necesita más que venezuela!",,2,8,33,https://twitter.com/ingrodolfohdez/status/1283721861902327808
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-07-11T11:01:42.000Z,"¿En qué se usaron los 43 billones si no fueron a los hospitales, si los mercados los tuvieron q asumir las alcaldías y las gobernaciones, si no hubo ni un solo crédito para las pymes, ni un peso para el comercio y los restaurantes que están quiebra?",,32,193,583,https://twitter.com/ingrodolfohdez/status/1281906507848785921
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-07-11T02:09:46.000Z,"EL INGENIERO RODOLFO HERNÁNDEZ EN ENTREVISTA CON 
@LevyRincon
 Compra de votos del uribismo y especial de Matarife
Estuvimos debatiendo con grandes activistas y políticos representantes del progresismos en Colombia. Kate Juvinao, Rodolfo Hernández, David Racero, Julián Ma...
youtube.com",,10,7,36,https://twitter.com/ingrodolfohdez/status/1281772639787397122
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-07-10T18:51:47.000Z,"Link : https://youtube.com/channel/UCDWE_-v41tB8EpM4L6joCwA…Levy Rincón
@LevyRincon
 · 10 jul. 2020
Invitados todos a las 9 pm a mi canal de YouTube al debate en vivo y en directo sobre la corrupción, compra de votos del uribismo y el capítulo estreno de Matarife. @CathyJuvinao @JulianFMartinez @DavidRacero @MeDicenWally @ingrodolfohdez 

Link: https://youtube.com/c/LevyRincón",,9,23,65,https://twitter.com/ingrodolfohdez/status/1281662418939256837
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-07-10T15:02:25.000Z,"@IvanDuque
 ¿por qué en lugar de darle plata a los hospitales le da plata a los intermediarios financieros?",,2,8,26,https://twitter.com/ingrodolfohdez/status/1281604699116965888
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-07-10T11:01:28.000Z,"La economía se reactiva, promoviendo el consumo de alimentos y ropa, no de electrodomésticos importados, la economía se reactiva de abajo hacia arriba protegiendo a los Colombianos más vulnerables con la #RBU, la economía se reactiva poniendo plata en el bolsillo de la gente.",,35,147,511,https://twitter.com/ingrodolfohdez/status/1281544058062745605
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-07-10T01:29:10.000Z,"LA PANDEMIA CRECE Y EL GOBIERNO SE RELAJA #IngRodolfoHernandez0:46
1,7 mil reproducciones",,9,19,91,https://twitter.com/ingrodolfohdez/status/1281400035306020865
